VBELN,CustomerId,CustomerName,Country,Segment,Product,Qty_Ordered,Unit_Price_EUR,Net_Value_EUR,Currency,SO_Date,Requested_Delivery_Date,Incoterms,Payment_Terms,Status,SalesOffice,SalesRep,Offset_Obligation_Pct
SD00000129,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 10X,12,75000000,895736156.86,EUR,2019-01-05,2020-04-08,DAP,Milestone-based,Cancelled,Singapore,Marc Dupont,0
SD00000130,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Rafale F4,1,95000000,97719861.24,EUR,2018-08-30,2019-09-01,EXW,"30% advance, 70% on delivery",Open,Singapore,Sophie Leclerc,50
SD00000131,CUST-IND-002,Indian Navy,India,Government,Rafale F4,6,95000000,552097997.37,EUR,2018-11-28,2019-08-24,DDP,Milestone-based,Fully Delivered,Paris,Antoine Morel,0
SD00000132,CUST-UAE-001,UAE Air Force,UAE,Government,Rafale F3-R,1,90000000,89661379.1,EUR,2022-10-29,2026-08-24,DAP,"30% advance, 70% on delivery",In Production,Cairo,Marc Dupont,50
SD00000133,CUST-PRIV-003,Air France,France,Commercial,Rafale F4,9,95000000,861327213.35,EUR,2021-07-03,2025-02-22,EXW,"30% advance, 70% on delivery",Fully Delivered,New Delhi,Antoine Morel,0
SD00000134,CUST-PRIV-001,Tata Sons Ltd,India,Private,Training_Package,1,3000000,2973961.31,EUR,2020-05-23,2023-03-13,EXW,Milestone-based,In Production,Cairo,Jean-Pierre Martin,0
SD00000135,CUST-HRV-001,Croatian Air Force,Croatia,Government,Rafale F4,10,95000000,977837995.73,EUR,2023-10-10,2025-01-21,DDP,Milestone-based,Cancelled,Singapore,Jean-Pierre Martin,0
SD00000136,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F4,1,95000000,92699260.82,EUR,2018-07-05,2019-11-11,CIF,"30% advance, 70% on delivery",In Production,New Delhi,Jean-Pierre Martin,0
SD00000137,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Falcon 10X,4,75000000,314124606.08,EUR,2022-01-14,2024-12-25,DDP,Milestone-based,In Production,New Delhi,Isabelle Bernard,50
SD00000138,CUST-IND-001,Indian Air Force,India,Government,Spare_Parts_Bundle,1,2500000,2590511.05,EUR,2022-11-19,2023-08-05,CIF,"30% advance, 70% on delivery",Fully Delivered,Singapore,Antoine Morel,0
SD00000139,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 10X,5,75000000,391160585.23,EUR,2023-08-24,2025-03-25,DDP,Milestone-based,Partially Delivered,New Delhi,Isabelle Bernard,0
SD00000140,CUST-PRIV-003,Air France,France,Commercial,Falcon 10X,7,75000000,546787736.26,EUR,2018-07-14,2020-11-17,CIF,Milestone-based,In Production,Abu Dhabi,Jean-Pierre Martin,0
SD00000141,CUST-HRV-001,Croatian Air Force,Croatia,Government,MRO_Package_Annual,1,5000000,4974492.82,EUR,2021-10-06,2024-03-25,CIF,"30% advance, 70% on delivery",Open,New Delhi,Antoine Morel,0
SD00000142,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F3-R,10,90000000,858061287.32,EUR,2021-09-27,2024-01-19,CIF,L/C 90 days,Open,Abu Dhabi,Jean-Pierre Martin,0
SD00000143,CUST-PRIV-003,Air France,France,Commercial,Rafale F4,4,95000000,364789735.17,EUR,2018-12-08,2019-12-28,CIF,"30% advance, 70% on delivery",Partially Delivered,Singapore,Jean-Pierre Martin,0
SD00000144,CUST-EGY-001,Egyptian Air Force,Egypt,Government,MRO_Package_Annual,1,5000000,5152720.65,EUR,2022-12-29,2025-08-31,DDP,"30% advance, 70% on delivery",Open,Paris,Isabelle Bernard,50
SD00000145,CUST-PRIV-002,Reliance Industries,India,Private,MRO_Package_Annual,1,5000000,5209688.63,EUR,2021-07-14,2023-07-12,DAP,L/C 90 days,Fully Delivered,New Delhi,Jean-Pierre Martin,0
SD00000146,CUST-IND-002,Indian Navy,India,Government,Falcon 8X,3,60000000,178879272.88,EUR,2021-07-09,2025-03-08,DAP,"30% advance, 70% on delivery",In Production,New Delhi,Isabelle Bernard,50
SD00000147,CUST-IND-001,Indian Air Force,India,Government,Rafale F4,6,95000000,547826646.46,EUR,2020-05-28,2021-12-03,EXW,L/C 90 days,Cancelled,Singapore,Marc Dupont,50
SD00000148,CUST-PRIV-003,Air France,France,Commercial,MRO_Package_Annual,1,5000000,4765995.31,EUR,2021-03-03,2021-11-27,CIF,"30% advance, 70% on delivery",Cancelled,Cairo,Sophie Leclerc,0
SD00000149,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Training_Package,1,3000000,3028488.14,EUR,2018-07-22,2021-01-11,EXW,L/C 90 days,Fully Delivered,Paris,Sophie Leclerc,50
SD00000150,CUST-IND-002,Indian Navy,India,Government,Rafale F3-R,1,90000000,94343104.55,EUR,2021-03-25,2025-03-17,EXW,L/C 90 days,In Production,Paris,Sophie Leclerc,50
SD00000151,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F4,1,95000000,92885624.43,EUR,2019-06-01,2020-01-31,CIF,"30% advance, 70% on delivery",Fully Delivered,Singapore,Antoine Morel,0
SD00000152,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 10X,2,75000000,143580129.77,EUR,2021-05-13,2025-04-18,DDP,L/C 90 days,Cancelled,Abu Dhabi,Antoine Morel,0
SD00000153,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 8X,9,60000000,532395405.3,EUR,2020-09-24,2023-04-27,EXW,"30% advance, 70% on delivery",Fully Delivered,Paris,Marc Dupont,0
SD00000154,CUST-HRV-001,Croatian Air Force,Croatia,Government,Rafale F4,1,95000000,90813586.35,EUR,2023-06-18,2027-02-23,DAP,L/C 90 days,Cancelled,Paris,Isabelle Bernard,50
SD00000155,CUST-HRV-001,Croatian Air Force,Croatia,Government,Rafale F3-R,2,90000000,180841235.75,EUR,2022-12-05,2026-02-04,DDP,Milestone-based,In Production,Singapore,Marc Dupont,50
SD00000156,CUST-PRIV-003,Air France,France,Commercial,Falcon 8X,12,60000000,748062967.99,EUR,2020-06-11,2022-01-08,EXW,Milestone-based,Partially Delivered,Singapore,Marc Dupont,0
SD00000157,CUST-UAE-001,UAE Air Force,UAE,Government,Rafale F3-R,1,90000000,89033674.56,EUR,2023-02-21,2025-09-30,DDP,Milestone-based,Fully Delivered,Abu Dhabi,Jean-Pierre Martin,0
SD00000158,CUST-EGY-001,Egyptian Air Force,Egypt,Government,MRO_Package_Annual,1,5000000,5164221.13,EUR,2018-10-26,2022-01-28,CIF,Milestone-based,In Production,Abu Dhabi,Sophie Leclerc,50
SD00000159,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 10X,2,75000000,149390677.61,EUR,2020-11-09,2022-05-19,DDP,L/C 90 days,Partially Delivered,Singapore,Sophie Leclerc,0
SD00000160,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 10X,6,75000000,466020515.97,EUR,2018-10-13,2019-05-12,DAP,L/C 90 days,Fully Delivered,Paris,Isabelle Bernard,50
SD00000161,CUST-IND-001,Indian Air Force,India,Government,MRO_Package_Annual,1,5000000,4872142.65,EUR,2022-08-23,2025-12-30,DAP,"30% advance, 70% on delivery",In Production,Paris,Jean-Pierre Martin,50
SD00000162,CUST-HRV-001,Croatian Air Force,Croatia,Government,Training_Package,1,3000000,2915983.22,EUR,2019-07-12,2023-06-23,EXW,L/C 90 days,Cancelled,Abu Dhabi,Isabelle Bernard,30
SD00000163,CUST-PRIV-002,Reliance Industries,India,Private,Training_Package,1,3000000,2946983.29,EUR,2020-02-02,2021-01-26,CIF,Milestone-based,In Production,New Delhi,Isabelle Bernard,0
SD00000164,CUST-IND-001,Indian Air Force,India,Government,Falcon 6X,4,45000000,178543444.86,EUR,2020-01-04,2020-07-19,DDP,Milestone-based,Fully Delivered,Abu Dhabi,Marc Dupont,50
SD00000165,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F4,5,95000000,473192327.91,EUR,2023-03-13,2023-10-29,DDP,"30% advance, 70% on delivery",Fully Delivered,Cairo,Jean-Pierre Martin,0
SD00000166,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 8X,4,60000000,245128662.18,EUR,2018-01-26,2019-07-30,DDP,"30% advance, 70% on delivery",In Production,Singapore,Sophie Leclerc,0
SD00000167,CUST-GRC-001,Hellenic Air Force,Greece,Government,Rafale F4,9,95000000,861228737.06,EUR,2023-06-26,2023-12-31,DAP,Milestone-based,Fully Delivered,Paris,Jean-Pierre Martin,50
SD00000168,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 6X,9,45000000,399792849.41,EUR,2018-12-01,2022-09-16,CIF,L/C 90 days,Fully Delivered,Cairo,Sophie Leclerc,50
SD00000169,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F4,7,95000000,668724862.48,EUR,2018-07-02,2019-04-11,EXW,"30% advance, 70% on delivery",Fully Delivered,Cairo,Antoine Morel,0
SD00000170,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 6X,2,45000000,90427400.08,EUR,2022-03-18,2026-02-11,CIF,"30% advance, 70% on delivery",Cancelled,Singapore,Marc Dupont,0
SD00000171,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 10X,1,75000000,76180173.98,EUR,2023-10-06,2025-01-10,CIF,"30% advance, 70% on delivery",In Production,Paris,Jean-Pierre Martin,0
SD00000172,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 6X,10,45000000,440754549.42,EUR,2019-06-07,2023-06-06,DDP,"30% advance, 70% on delivery",Cancelled,New Delhi,Jean-Pierre Martin,0
SD00000173,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Rafale F4,5,95000000,464490369.06,EUR,2021-02-15,2022-10-20,DAP,"30% advance, 70% on delivery",Fully Delivered,Cairo,Marc Dupont,50
SD00000174,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 6X,12,45000000,513551225.61,EUR,2019-06-03,2019-12-26,DDP,"30% advance, 70% on delivery",Open,Abu Dhabi,Sophie Leclerc,0
SD00000175,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 8X,3,60000000,183904911.35,EUR,2023-08-02,2026-02-02,DDP,L/C 90 days,Fully Delivered,Paris,Sophie Leclerc,30
SD00000176,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 6X,1,45000000,46793300.16,EUR,2019-06-20,2022-10-12,EXW,"30% advance, 70% on delivery",Open,Cairo,Marc Dupont,0
SD00000177,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 6X,1,45000000,45819818.69,EUR,2018-08-24,2021-01-25,DDP,Milestone-based,Fully Delivered,Cairo,Isabelle Bernard,30
SD00000178,CUST-HRV-001,Croatian Air Force,Croatia,Government,Rafale F4,10,95000000,953540561.88,EUR,2019-06-25,2020-05-15,DDP,L/C 90 days,Fully Delivered,Paris,Isabelle Bernard,50
SD00000179,CUST-PRIV-003,Air France,France,Commercial,Rafale F4,8,95000000,744688885.9,EUR,2018-06-17,2019-11-04,DDP,"30% advance, 70% on delivery",Partially Delivered,Paris,Marc Dupont,0
SD00000180,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 10X,2,75000000,151801331.16,EUR,2022-05-25,2023-10-19,DAP,"30% advance, 70% on delivery",In Production,Paris,Isabelle Bernard,50
SD00000181,CUST-IND-001,Indian Air Force,India,Government,Rafale F3-R,6,90000000,534916591.47,EUR,2022-02-18,2024-12-19,CIF,Milestone-based,Fully Delivered,Paris,Isabelle Bernard,0
SD00000182,CUST-PRIV-004,Total Energies,France,Commercial,Spare_Parts_Bundle,1,2500000,2607465.39,EUR,2018-12-11,2022-08-20,CIF,Milestone-based,Partially Delivered,Abu Dhabi,Jean-Pierre Martin,0
SD00000183,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 10X,5,75000000,367518866.06,EUR,2018-05-29,2021-05-16,CIF,"30% advance, 70% on delivery",Cancelled,Abu Dhabi,Antoine Morel,0
SD00000184,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 6X,10,45000000,446257451.85,EUR,2018-02-04,2020-04-13,CIF,"30% advance, 70% on delivery",Fully Delivered,Cairo,Sophie Leclerc,0
SD00000185,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 8X,7,60000000,404656964.56,EUR,2019-04-27,2020-04-22,DDP,Milestone-based,In Production,New Delhi,Isabelle Bernard,50
SD00000186,CUST-EGY-001,Egyptian Air Force,Egypt,Government,MRO_Package_Annual,1,5000000,5220419.17,EUR,2021-08-06,2023-08-01,DAP,L/C 90 days,Fully Delivered,Singapore,Antoine Morel,50
SD00000187,CUST-IND-001,Indian Air Force,India,Government,Training_Package,1,3000000,3134743.06,EUR,2019-02-06,2023-01-31,DDP,L/C 90 days,Cancelled,New Delhi,Marc Dupont,50
SD00000188,CUST-IND-002,Indian Navy,India,Government,Spare_Parts_Bundle,1,2500000,2440917.43,EUR,2020-04-03,2023-11-20,DDP,"30% advance, 70% on delivery",In Production,Abu Dhabi,Isabelle Bernard,0
SD00000189,CUST-GRC-001,Hellenic Air Force,Greece,Government,Rafale F3-R,6,90000000,541707952.61,EUR,2020-07-10,2022-05-23,DDP,"30% advance, 70% on delivery",In Production,New Delhi,Jean-Pierre Martin,0
SD00000190,CUST-PRIV-004,Total Energies,France,Commercial,MRO_Package_Annual,1,5000000,5174169.74,EUR,2023-12-07,2027-03-23,EXW,L/C 90 days,Partially Delivered,Abu Dhabi,Marc Dupont,0
SD00000191,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Spare_Parts_Bundle,1,2500000,2604034.4,EUR,2021-01-05,2024-04-21,CIF,Milestone-based,In Production,Singapore,Marc Dupont,50
SD00000192,CUST-PRIV-003,Air France,France,Commercial,MRO_Package_Annual,1,5000000,5223494.72,EUR,2022-01-16,2023-11-18,CIF,Milestone-based,Partially Delivered,Cairo,Isabelle Bernard,0
SD00000193,CUST-PRIV-004,Total Energies,France,Commercial,Spare_Parts_Bundle,1,2500000,2615568.78,EUR,2018-09-18,2021-08-15,EXW,"30% advance, 70% on delivery",In Production,Paris,Sophie Leclerc,0
SD00000194,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 10X,6,75000000,428495670.36,EUR,2018-02-02,2021-10-16,EXW,L/C 90 days,In Production,Paris,Marc Dupont,0
SD00000195,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 8X,6,60000000,370314985.68,EUR,2022-03-01,2025-11-19,EXW,Milestone-based,In Production,New Delhi,Jean-Pierre Martin,0
SD00000196,CUST-IND-001,Indian Air Force,India,Government,Training_Package,1,3000000,3111034.72,EUR,2021-02-05,2022-05-10,DAP,Milestone-based,In Production,New Delhi,Isabelle Bernard,0
SD00000197,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Rafale F3-R,11,90000000,1034912037.42,EUR,2020-03-11,2022-01-27,DDP,Milestone-based,Fully Delivered,Paris,Marc Dupont,30
SD00000198,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 6X,12,45000000,556718034.87,EUR,2023-01-29,2026-09-30,CIF,"30% advance, 70% on delivery",Partially Delivered,Paris,Jean-Pierre Martin,0
SD00000199,CUST-PRIV-001,Tata Sons Ltd,India,Private,Rafale F4,8,95000000,793451147.77,EUR,2021-12-30,2023-06-05,DAP,"30% advance, 70% on delivery",Open,Abu Dhabi,Antoine Morel,0
SD00000200,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Rafale F4,9,95000000,836262788.01,EUR,2019-10-03,2021-06-02,EXW,L/C 90 days,In Production,New Delhi,Isabelle Bernard,50
SD00000201,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Falcon 10X,5,75000000,387905307.49,EUR,2023-08-03,2024-05-08,DDP,L/C 90 days,Open,New Delhi,Jean-Pierre Martin,50
SD00000202,CUST-PRIV-001,Tata Sons Ltd,India,Private,Spare_Parts_Bundle,1,2500000,2574158.16,EUR,2019-08-28,2021-05-24,CIF,Milestone-based,Cancelled,New Delhi,Antoine Morel,0
SD00000203,CUST-HRV-001,Croatian Air Force,Croatia,Government,Spare_Parts_Bundle,1,2500000,2545492.14,EUR,2022-07-24,2024-02-09,DAP,"30% advance, 70% on delivery",In Production,Abu Dhabi,Jean-Pierre Martin,50
SD00000204,CUST-IND-001,Indian Air Force,India,Government,MRO_Package_Annual,1,5000000,5157645.55,EUR,2022-12-05,2026-06-06,EXW,Milestone-based,Open,Singapore,Jean-Pierre Martin,0
SD00000205,CUST-IND-001,Indian Air Force,India,Government,Falcon 8X,8,60000000,497104073.41,EUR,2019-12-31,2021-03-17,DDP,Milestone-based,Open,Cairo,Sophie Leclerc,0
SD00000206,CUST-HRV-001,Croatian Air Force,Croatia,Government,Rafale F3-R,10,90000000,882101152.69,EUR,2019-05-21,2021-02-04,DAP,Milestone-based,Fully Delivered,New Delhi,Jean-Pierre Martin,0
SD00000207,CUST-IND-002,Indian Navy,India,Government,Falcon 6X,7,45000000,318856682.74,EUR,2021-12-08,2023-04-17,CIF,"30% advance, 70% on delivery",Partially Delivered,Paris,Antoine Morel,50
SD00000208,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Training_Package,1,3000000,3085227.91,EUR,2021-11-09,2023-01-24,EXW,L/C 90 days,Fully Delivered,New Delhi,Sophie Leclerc,0
SD00000209,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 8X,11,60000000,672752850.14,EUR,2022-12-19,2024-09-23,DDP,L/C 90 days,Fully Delivered,Singapore,Antoine Morel,0
SD00000210,CUST-IND-001,Indian Air Force,India,Government,Falcon 10X,6,75000000,465878884.39,EUR,2020-06-28,2022-12-20,DDP,Milestone-based,In Production,Cairo,Jean-Pierre Martin,50
SD00000211,CUST-GRC-001,Hellenic Air Force,Greece,Government,Rafale F3-R,8,90000000,712590913.17,EUR,2018-07-20,2022-02-17,DAP,L/C 90 days,Cancelled,New Delhi,Isabelle Bernard,50
SD00000212,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Rafale F4,9,95000000,881242154.38,EUR,2020-03-29,2022-11-14,DAP,Milestone-based,Open,Paris,Sophie Leclerc,50
SD00000213,CUST-IND-002,Indian Navy,India,Government,MRO_Package_Annual,1,5000000,5072403.08,EUR,2020-06-29,2024-02-12,DDP,L/C 90 days,Fully Delivered,Paris,Isabelle Bernard,50
SD00000214,CUST-PRIV-003,Air France,France,Commercial,Spare_Parts_Bundle,1,2500000,2605760.72,EUR,2020-12-09,2024-06-04,CIF,Milestone-based,Fully Delivered,New Delhi,Marc Dupont,0
SD00000215,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Falcon 10X,3,75000000,217015843.65,EUR,2020-06-06,2021-10-11,DDP,L/C 90 days,Open,Singapore,Jean-Pierre Martin,50
SD00000216,CUST-IND-002,Indian Navy,India,Government,Falcon 10X,5,75000000,393642685.42,EUR,2021-11-18,2025-07-07,DDP,L/C 90 days,Cancelled,New Delhi,Sophie Leclerc,50
SD00000217,CUST-GRC-001,Hellenic Air Force,Greece,Government,Spare_Parts_Bundle,1,2500000,2389289.98,EUR,2020-01-20,2024-01-04,EXW,"30% advance, 70% on delivery",Cancelled,Abu Dhabi,Jean-Pierre Martin,50
SD00000218,CUST-UAE-001,UAE Air Force,UAE,Government,Training_Package,1,3000000,3109347.97,EUR,2020-09-29,2021-08-11,DAP,L/C 90 days,Fully Delivered,Paris,Marc Dupont,50
SD00000219,CUST-PRIV-003,Air France,France,Commercial,Training_Package,1,3000000,2932733.91,EUR,2020-08-25,2021-03-05,EXW,"30% advance, 70% on delivery",Partially Delivered,Singapore,Marc Dupont,0
SD00000220,CUST-IND-002,Indian Navy,India,Government,MRO_Package_Annual,1,5000000,4824248.57,EUR,2018-10-21,2020-07-12,DDP,Milestone-based,Fully Delivered,Paris,Antoine Morel,30
SD00000221,CUST-PRIV-003,Air France,France,Commercial,Spare_Parts_Bundle,1,2500000,2432309.65,EUR,2023-04-24,2025-11-07,EXW,L/C 90 days,In Production,Abu Dhabi,Isabelle Bernard,0
SD00000222,CUST-IND-001,Indian Air Force,India,Government,MRO_Package_Annual,1,5000000,4909210.22,EUR,2018-10-25,2020-04-13,DAP,Milestone-based,Cancelled,Paris,Isabelle Bernard,50
SD00000223,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Rafale F4,2,95000000,191258302.28,EUR,2021-11-02,2024-03-06,DAP,L/C 90 days,Partially Delivered,Paris,Antoine Morel,50
SD00000224,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 6X,10,45000000,441946824.83,EUR,2023-07-28,2026-01-25,DAP,Milestone-based,Fully Delivered,Paris,Sophie Leclerc,0
SD00000225,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 8X,7,60000000,440008564.85,EUR,2018-03-03,2019-01-22,CIF,"30% advance, 70% on delivery",Fully Delivered,New Delhi,Jean-Pierre Martin,0
SD00000226,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Rafale F4,4,95000000,382719797.72,EUR,2022-10-28,2026-10-17,CIF,Milestone-based,Partially Delivered,Paris,Antoine Morel,50
SD00000227,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Falcon 6X,2,45000000,86984763.18,EUR,2023-07-03,2026-09-15,DDP,"30% advance, 70% on delivery",In Production,Cairo,Isabelle Bernard,50
SD00000228,CUST-IND-001,Indian Air Force,India,Government,Training_Package,1,3000000,3137743.15,EUR,2023-12-13,2027-06-10,CIF,Milestone-based,Fully Delivered,New Delhi,Sophie Leclerc,50
SD00000229,CUST-PRIV-003,Air France,France,Commercial,Falcon 10X,4,75000000,288458644.06,EUR,2019-01-11,2021-08-30,DDP,"30% advance, 70% on delivery",In Production,Singapore,Antoine Morel,0
SD00000230,CUST-PRIV-003,Air France,France,Commercial,MRO_Package_Annual,1,5000000,4840844.5,EUR,2019-05-26,2020-09-13,DAP,L/C 90 days,Open,Paris,Marc Dupont,0
SD00000231,CUST-IND-001,Indian Air Force,India,Government,MRO_Package_Annual,1,5000000,4993144.98,EUR,2022-03-29,2024-04-04,CIF,Milestone-based,Cancelled,Cairo,Jean-Pierre Martin,50
SD00000232,CUST-IND-001,Indian Air Force,India,Government,Rafale F3-R,3,90000000,267863352.16,EUR,2023-03-17,2025-12-01,CIF,Milestone-based,In Production,Cairo,Marc Dupont,50
SD00000233,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Training_Package,1,3000000,3127007.17,EUR,2018-12-31,2021-11-04,CIF,Milestone-based,Fully Delivered,Cairo,Jean-Pierre Martin,30
SD00000234,CUST-GRC-001,Hellenic Air Force,Greece,Government,Rafale F3-R,1,90000000,89160354.4,EUR,2021-12-16,2024-03-19,CIF,"30% advance, 70% on delivery",Fully Delivered,Paris,Antoine Morel,50
SD00000235,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 10X,10,75000000,744496848.96,EUR,2020-02-03,2023-03-10,DAP,L/C 90 days,Partially Delivered,Singapore,Marc Dupont,0
SD00000236,CUST-PRIV-002,Reliance Industries,India,Private,Spare_Parts_Bundle,1,2500000,2430685.04,EUR,2020-04-23,2021-01-29,CIF,L/C 90 days,Fully Delivered,Paris,Sophie Leclerc,0
SD00000237,CUST-GRC-001,Hellenic Air Force,Greece,Government,MRO_Package_Annual,1,5000000,4805060.98,EUR,2023-12-07,2025-04-29,DDP,Milestone-based,Partially Delivered,Abu Dhabi,Sophie Leclerc,0
SD00000238,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 10X,9,75000000,683151632.43,EUR,2021-10-05,2025-09-06,EXW,Milestone-based,In Production,Cairo,Sophie Leclerc,30
SD00000239,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 10X,5,75000000,384199838.96,EUR,2021-06-13,2023-05-21,EXW,L/C 90 days,Fully Delivered,Paris,Isabelle Bernard,50
SD00000240,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 6X,10,45000000,438410612.66,EUR,2020-11-24,2022-12-08,EXW,"30% advance, 70% on delivery",Partially Delivered,Singapore,Marc Dupont,0
SD00000241,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 10X,1,75000000,75193684.03,EUR,2019-12-03,2021-03-26,EXW,L/C 90 days,In Production,Cairo,Sophie Leclerc,50
SD00000242,CUST-PRIV-004,Total Energies,France,Commercial,Training_Package,1,3000000,3067063.81,EUR,2020-06-14,2024-03-03,EXW,"30% advance, 70% on delivery",Fully Delivered,New Delhi,Sophie Leclerc,0
SD00000243,CUST-IND-002,Indian Navy,India,Government,Rafale F3-R,10,90000000,895098875.33,EUR,2018-09-08,2020-02-24,CIF,"30% advance, 70% on delivery",Open,Cairo,Marc Dupont,30
SD00000244,CUST-PRIV-001,Tata Sons Ltd,India,Private,MRO_Package_Annual,1,5000000,4846358.2,EUR,2022-08-18,2025-03-13,DDP,"30% advance, 70% on delivery",In Production,Paris,Sophie Leclerc,0
SD00000245,CUST-IND-001,Indian Air Force,India,Government,Rafale F3-R,5,90000000,440016194.96,EUR,2022-11-08,2025-01-19,DAP,"30% advance, 70% on delivery",In Production,Singapore,Sophie Leclerc,50
SD00000246,CUST-IND-001,Indian Air Force,India,Government,Rafale F3-R,3,90000000,280725449.11,EUR,2021-12-28,2023-01-30,DAP,"30% advance, 70% on delivery",Open,Cairo,Marc Dupont,50
SD00000247,CUST-GRC-001,Hellenic Air Force,Greece,Government,Spare_Parts_Bundle,1,2500000,2422578.65,EUR,2021-10-13,2024-12-01,CIF,"30% advance, 70% on delivery",Cancelled,Singapore,Antoine Morel,0
SD00000248,CUST-IND-002,Indian Navy,India,Government,Falcon 10X,12,75000000,887444659.1,EUR,2021-05-07,2022-11-25,EXW,Milestone-based,In Production,Cairo,Sophie Leclerc,0
SD00000249,CUST-IND-002,Indian Navy,India,Government,Falcon 6X,9,45000000,407054567.72,EUR,2018-07-16,2020-03-06,DDP,"30% advance, 70% on delivery",In Production,Cairo,Sophie Leclerc,50
SD00000250,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 8X,1,60000000,62147851.57,EUR,2020-03-09,2022-06-01,DDP,Milestone-based,Partially Delivered,Cairo,Sophie Leclerc,0
SD00000251,CUST-PRIV-003,Air France,France,Commercial,Rafale F4,1,95000000,93111949.3,EUR,2023-01-21,2026-10-18,CIF,L/C 90 days,Partially Delivered,Paris,Jean-Pierre Martin,0
SD00000252,CUST-PRIV-001,Tata Sons Ltd,India,Private,MRO_Package_Annual,1,5000000,5105377.81,EUR,2019-07-31,2023-04-06,CIF,L/C 90 days,Fully Delivered,Paris,Sophie Leclerc,0
SD00000253,CUST-PRIV-003,Air France,France,Commercial,Rafale F4,11,95000000,1061998406.27,EUR,2023-06-19,2026-05-31,DAP,Milestone-based,Fully Delivered,Abu Dhabi,Sophie Leclerc,0
SD00000254,CUST-IND-001,Indian Air Force,India,Government,Falcon 10X,4,75000000,310244171.69,EUR,2018-08-28,2020-01-07,EXW,"30% advance, 70% on delivery",In Production,New Delhi,Sophie Leclerc,50
SD00000255,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 10X,7,75000000,519269280.92,EUR,2020-01-13,2023-01-15,DDP,"30% advance, 70% on delivery",Fully Delivered,New Delhi,Sophie Leclerc,0
SD00000256,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 8X,10,60000000,617592471.35,EUR,2018-02-08,2019-05-13,EXW,Milestone-based,Open,Singapore,Jean-Pierre Martin,0
SD00000257,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 6X,1,45000000,43783748.2,EUR,2020-06-17,2022-01-22,CIF,Milestone-based,In Production,Paris,Jean-Pierre Martin,50
